sw krw krn krwf krnf vw vn force pw pn wet peff
0.32957834 0.23544443 1.7168939 0.23914418 1.560304 2.1071914e-05 0.00015365936 8.5117731e-06 0.32899007 0.33532489 620825.96 0.51220631
0.32957458 0.23092994 1.7091899 0.23562291 1.5526052 2.0667875e-05 0.00015296987 8.5117731e-06 0.32898807 0.33532571 620863.44 0.51543208
0.3295702 0.22608418 1.7052884 0.23073469 1.5488938 2.0234186e-05 0.00015262069 8.5117731e-06 0.32898804 0.33532585 620908.92 0.5177665
0.32955327 0.22282998 1.6985112 0.22749031 1.5423054 1.9942941e-05 0.00015201414 8.5117731e-06 0.32898675 0.33532654 620955.91 0.52046977
0.32955027 0.21696916 1.6841328 0.22171165 1.528204 1.9418406e-05 0.0001507273 8.5117731e-06 0.32898401 0.3353278 621006.36 0.5260107
0.32954199 0.19757435 1.6438152 0.20276832 1.4889317 1.76826e-05 0.00014711893 8.5117731e-06 0.32897717 0.33533084 621064.96 0.54306815
0.32954901 0.086643589 1.5005939 0.092776341 1.3479914 7.7544681e-06 0.00013430085 8.5117731e-06 0.32895125 0.33534259 621069.2 0.63002545
0.32953109 0.13721966 1.6270707 0.14284308 1.4716383 1.2280949e-05 0.00014562032 8.5117731e-06 0.32895727 0.33533884 621152.6 0.56680014
0.32955904 0.14025024 1.644155 0.1451323 1.4858527 1.2552181e-05 0.00014714935 8.5117731e-06 0.32893466 0.33534813 620999.88 0.56041081
0.32954387 0.18722247 1.7223211 0.19171345 1.5617774 1.6756124e-05 0.00015414509 8.5117731e-06 0.32892879 0.33535055 621107.9 0.52368535
0.32953698 0.19739159 1.7073716 0.20220971 1.5482302 1.7666244e-05 0.00015280713 8.5117731e-06 0.32892685 0.33535206 621211.32 0.52499966
0.32952094 0.20602598 1.6947629 0.21109258 1.5362419 1.8439008e-05 0.00015167867 8.5117731e-06 0.32892816 0.33535208 621314.65 0.52609735
0.32951417 0.21013629 1.6821222 0.21520955 1.5239943 1.8806875e-05 0.00015054735 8.5117731e-06 0.32892922 0.33535209 621400.92 0.52846903
0.32950702 0.20086636 1.6348599 0.20580375 1.4784752 1.797723e-05 0.00014631745 8.5117731e-06 0.32892549 0.33535408 621476.52 0.54474352
0.32949574 0.21307026 1.6643623 0.21788667 1.505809 1.9069461e-05 0.00014895787 8.5117731e-06 0.32892835 0.33535303 621550.69 0.5326423
0.32948872 0.21478773 1.6780685 0.21958114 1.5187162 1.9223172e-05 0.00015018455 8.5117731e-06 0.32892949 0.33535272 621623.96 0.52830213
0.32949248 0.21541281 1.6838746 0.22012295 1.5241316 1.9279116e-05 0.00015070419 8.5117731e-06 0.32893064 0.33535239 621693.99 0.52651327
0.32948195 0.21507993 1.6881439 0.22007633 1.528066 1.9249323e-05 0.00015108628 8.5117731e-06 0.32893155 0.33535214 621755.23 0.52542428
0.32946867 0.21529654 1.691474 0.21998596 1.5308257 1.9268709e-05 0.00015138432 8.5117731e-06 0.32893236 0.33535191 621812.44 0.52444695
0.32945626 0.21544503 1.6943447 0.22004941 1.5332253 1.9281999e-05 0.00015164124 8.5117731e-06 0.32893309 0.33535173 621873.55 0.52361786
0.32944147 0.21592501 1.6958881 0.22016033 1.5345435 1.9324957e-05 0.00015177937 8.5117731e-06 0.3289338 0.33535153 621930.13 0.52306369
0.32943319 0.21628826 1.6972449 0.22039997 1.5356312 1.9357467e-05 0.00015190081 8.5117731e-06 0.32893443 0.33535139 621979.36 0.5225935
0.32942141 0.21559415 1.6982542 0.22001484 1.5361747 1.9295346e-05 0.00015199114 8.5117731e-06 0.32893512 0.33535132 622008.31 0.52250745
0.32940599 0.21803631 1.6991037 0.22158561 1.5366966 1.9513915e-05 0.00015206717 8.5117731e-06 0.32893568 0.33535123 622034.27 0.52161032
0.32939973 0.22015479 1.6966106 0.22333002 1.5337102 1.9703515e-05 0.00015184404 8.5117731e-06 0.32893601 0.3353513 622047.09 0.52171225
0.32939672 0.21927157 1.7000693 0.22259538 1.5367743 1.9624468e-05 0.00015215359 8.5117731e-06 0.32893642 0.33535116 622101.21 0.52101219
