sw krw krn krwf krnf vw vn force pw pn wet peff
0.21353897 0.69319916 23.420319 0.31409004 16.722972 1.6237212e-05 0.00054858792 5.5373753e-06 0.32384566 0.33589208 1557616.8 0.041470514
0.21348957 0.39933339 23.144468 0.060997824 16.505532 9.3538209e-06 0.0005421265 5.5373753e-06 0.32381046 0.3358994 1556861.9 0.042474024
0.21346811 0.42554645 23.079346 0.13426016 16.467537 9.9678249e-06 0.00054060109 5.5373753e-06 0.32379298 0.33590377 1556290 0.042544335
0.21343647 0.48531863 23.247788 0.19115714 16.602479 1.1367904e-05 0.00054454661 5.5373753e-06 0.3237894 0.33590594 1555863.5 0.042135234
0.21342319 0.52263119 23.378631 0.21036712 16.69358 1.2241898e-05 0.00054761143 5.5373753e-06 0.32378637 0.33590905 1555398.3 0.041838794
0.21339293 0.21162375 23.192596 -0.066909817 16.58434 4.9569876e-06 0.00054325382 5.5373753e-06 0.32376396 0.33591417 1554843.6 0.042727338
0.2133724 0.47624188 23.402579 0.1866883 16.725378 1.1155294e-05 0.00054817238 5.5373753e-06 0.32376602 0.33591604 1554342.6 0.041878115
0.21334817 0.42908201 23.335837 0.1368984 16.68416 1.005064e-05 0.00054660904 5.5373753e-06 0.32376557 0.33591715 1553859.1 0.04207883
0.21334678 0.42529483 23.294025 0.12849788 16.64929 9.961931e-06 0.00054562965 5.5373753e-06 0.32376747 0.3359183 1553389.5 0.042159725
0.21334477 0.52171696 23.492296 0.19891441 16.769794 1.2220483e-05 0.00055027387 5.5373753e-06 0.32375021 0.33592229 1552913.8 0.041642353
0.21334585 0.36159572 23.304592 0.09001591 16.660192 8.4698693e-06 0.00054587717 5.5373753e-06 0.32375288 0.33592291 1552526.3 0.042254376
0.21333921 0.37651215 23.296595 0.10026556 16.64337 8.8192656e-06 0.00054568986 5.5373753e-06 0.32375016 0.33592448 1552163.2 0.042242025
0.21333134 0.35722184 23.246223 0.079489135 16.592277 8.3674172e-06 0.00054450996 5.5373753e-06 0.32373933 0.33592714 1551831.1 0.042366697
0.21333118 0.36498187 23.276679 0.088705975 16.622121 8.549185e-06 0.00054522336 5.5373753e-06 0.32373643 0.33592835 1551583.9 0.042298212
0.21332733 0.35610436 23.282842 0.078777236 16.628832 8.3412419e-06 0.00054536771 5.5373753e-06 0.32373714 0.33592895 1551360.7 0.042303069
0.21332362 0.35076894 23.264219 0.06500323 16.616633 8.2162673e-06 0.00054493149 5.5373753e-06 0.32373779 0.33592961 1551148.2 0.042345988
0.21331359 0.44823069 23.224685 0.14212201 16.590062 1.0499171e-05 0.00054400547 5.5373753e-06 0.32372524 0.33593274 1550800.7 0.042242366
0.21331683 0.4456659 23.367523 0.14269752 16.678372 1.0439094e-05 0.00054735123 5.5373753e-06 0.32372054 0.33593408 1550501.6 0.041993536
0.21331544 0.41767656 23.348206 0.11420622 16.664977 9.7834838e-06 0.00054689877 5.5373753e-06 0.32372108 0.33593483 1550321 0.042077124
0.21330587 0.39503607 23.330887 0.095599787 16.644693 9.2531623e-06 0.00054649309 5.5373753e-06 0.32372146 0.33593553 1550145 0.042147992
0.21329769 0.36376543 23.353741 0.077364327 16.665571 8.5206917e-06 0.00054702841 5.5373753e-06 0.3237235 0.33593577 1549942.7 0.042162949
0.21330679 0.39678437 23.386356 0.10819139 16.711481 9.2941138e-06 0.00054779238 5.5373753e-06 0.32371906 0.33593702 1549723.7 0.042046592
0.21329784 0.34960983 23.390053 0.055889535 16.69116 8.1891167e-06 0.00054787898 5.5373753e-06 0.32370762 0.3359395 1549460.5 0.042123597
0.21329661 0.34358873 23.404943 0.052341943 16.704402 8.0480811e-06 0.00054822774 5.5373753e-06 0.3237034 0.33594055 1549238.3 0.042107867
0.2132983 0.31901429 23.342584 0.036685003 16.663575 7.4724594e-06 0.00054676708 5.5373753e-06 0.32370433 0.33594075 1549087.3 0.042262572
0.2133071 0.29652693 23.31554 0.029187762 16.642759 6.9457247e-06 0.00054613361 5.5373753e-06 0.32370452 0.33594113 1548951.5 0.042351226
0.21328703 0.28729098 23.310322 0.026103796 16.638319 6.7293856e-06 0.00054601139 5.5373753e-06 0.32370406 0.33594158 1548824.1 0.042377167
0.21328703 0.26825304 23.295955 0.010991838 16.630415 6.2834487e-06 0.00054567486 5.5373753e-06 0.32370317 0.33594216 1548701.8 0.042437242
0.21327916 0.26029119 23.283288 0.0072983332 16.617833 6.0969537e-06 0.00054537816 5.5373753e-06 0.32369992 0.33594314 1548534 0.042474425
0.21327407 0.28368627 23.305394 0.02956332 16.631472 6.6449503e-06 0.00054589594 5.5373753e-06 0.32369842 0.33594379 1548410.7 0.042392497
0.21327576 0.29897223 23.331288 0.040067206 16.652202 7.0030025e-06 0.00054650248 5.5373753e-06 0.32369734 0.33594436 1548297.6 0.042318621
0.21327391 0.28031757 23.328405 0.028651617 16.654576 6.5660434e-06 0.00054643496 5.5373753e-06 0.32369502 0.33594538 1548187 0.042357226
0.21327515 0.2958903 23.356319 0.04566248 16.675704 6.9308126e-06 0.0005470888 5.5373753e-06 0.32369236 0.33594605 1548075.8 0.042279349
0.2132824 0.4206791 23.448549 0.17745569 16.762263 9.8538141e-06 0.00054924916 5.5373753e-06 0.32368164 0.33594824 1547939.3 0.041894945
0.21326666 0.30908642 23.380275 0.046777295 16.699605 7.239913e-06 0.00054764993 5.5373753e-06 0.32368092 0.33594867 1547826.2 0.042213042
0.21328194 0.26053059 23.3089 0.0046897348 16.641616 6.1025613e-06 0.00054597809 5.5373753e-06 0.32368154 0.33594888 1547737.3 0.042427838
0.21328194 0.24581713 23.278064 -0.011400192 16.620917 5.7579192e-06 0.0005452558 5.5373753e-06 0.32368256 0.33594904 1547652.1 0.042509991
0.21327962 0.22803331 23.262331 -0.024295594 16.604797 5.3413583e-06 0.00054488726 5.5373753e-06 0.32368415 0.3359491 1547568.6 0.042570647
0.2132892 0.21188151 23.252826 -0.038268745 16.593154 4.9630252e-06 0.00054466463 5.5373753e-06 0.32368531 0.33594934 1547469.3 0.042617193
0.21328997 0.20512933 23.250053 -0.040435724 16.59446 4.8048651e-06 0.00054459968 5.5373753e-06 0.32368661 0.33594938 1547389.2 0.042634501
0.21328981 0.20494087 23.249106 -0.037322523 16.592294 4.8004505e-06 0.00054457748 5.5373753e-06 0.32368742 0.33594953 1547310.2 0.042636566
0.2132895 0.22215348 23.236111 -0.018873315 16.584387 5.2036316e-06 0.00054427311 5.5373753e-06 0.32368643 0.33595003 1547228.4 0.042628899
0.21327947 0.23097743 23.227521 -0.0093663392 16.584939 5.4103203e-06 0.0005440719 5.5373753e-06 0.32367967 0.33595149 1547087.8 0.042628474
0.2132841 0.21424417 23.281791 -0.028799151 16.624033 5.0183673e-06 0.00054534308 5.5373753e-06 0.32368025 0.33595167 1546986.9 0.042560373
